kode;navn
1101260;Rosenvold Hgd., Stouby
1101261;Stouby By, Stouby
1101551;Vrigsted By, Vrigsted
1101651;Ørum By, Ørum
1101652;Ørumgård Hgd., Ørum
1110151;Daugård By, Daugård
1110353;Eriknauer By, Hatting
1110451;Årup, Hedensted
1110452;Gesager, Hedensted
1110453;Hedensted By, Hedensted
1110454;Ll. Dalby By, Hedensted
1110455;Remmerslund By, Hedensted
1110456;Torup By, Hedensted
1110551;Korning By, Korning
1110552;Merring By, Korning
1110553;Merringgård Hgd., Korning
1110554;Ussinggård Hgd., Korning
1110651;Løsning By, Løsning
1110652;Sebberup By, Løsning
1110653;Stubberup By, Løsning
1110751;Brå By, Stenderup
1110752;Bråskovgård, Stenderup
1110753;Lystrup By, Stenderup
1110754;Nr. Aldum By, Stenderup
1110755;Stenderup By, Stenderup
1110756;Sdr. Aldum By, Stenderup
1110851;St. Dalby By, St. Dalby
1110951;Årup Mølle, Stouby
1111251;Nr. Aldum Kolle, Urlev
1111252;Spettrup By, Urlev
1111253;Urlev By, Urlev
1111351;Bottrup By, Ølsted
1111353;Ølsted By, Ølsted
1120651;Grejs By, Grejs
1120652;Holtum By, Grejs
1120951;Hauge, Langskov
1120952;Hvolgård Hgd., Langskov
1120953;Nyborg By, Langskov
1120954;Ølholm By, Langskov
1121251;Agersbøl, Sindbjerg
1121252;Holtum By, Sindbjerg
1121253;Låge Hgd., Sindbjerg
1121254;Lindved By, Sindbjerg
1121255;Sindbjerglund, Sindbjerg
1121256;Ulkær By, Sindbjerg
1121257;V. Ørum By, Sindbjerg
1121551;Hesselballe By, Uldum
1121552;Uldum By, Uldum
1121851;Båstrup By, Ø. Snede
1121852;Bøgballe By, Ø. Snede
1121853;Gammelsole By, Ø. Snede
1121854;Kragelund By, Ø. Snede
1121855;Krollerup By, Ø. Snede
1121856;Soleskov By, Ø. Snede
1121857;Ø. Snede By, Ø. Snede
1121353;Juellingsholm Hgd., Sdr. Omme
1180951;Askov By, Nr. Omme
1180952;Hovedejerlavet, Nr. Omme
1190151;Gl. Arnborg By, Arnborg
1190251;Kibæk By, Assing
1190351;Åby Gde., Avlum
1190352;Høgild Gde., Avlum
1190353;Jersild By, Avlum
1190354;Kirkeby By, Avlum
1190355;Lergrav Hgd., Avlum
1190356;Lundby By, Avlum
1190357;Lundgård, Avlum
1190358;Ljørring By, Avlum
1190359;Rotvig Gde., Avlum
1190360;Skærbæk, Avlum
1190361;Skjerk By, Avlum
1190362;Stovbæk, Avlum
1190363;Den sydvestlige Del, Avlum
1190364;Tved By, Avlum
1190365;Var Gde., Avlum
1190366;Varhede By, Avlum
1190551;Nørrelandet, Sdr. Felding
1190552;Sønderlandet, Sdr. Felding
1190651;Agerskov By, Gjellerup
1190652;Birk By, Gjellerup
1190653;Krogslund, Gjellerup
1190654;Bjødstrup By, Gjellerup
1190655;Busk By, Gjellerup
1190656;Frølund By, Gjellerup
1190657;Gjellerup By, Gjellerup
1190658;Gjellerup-Lund By, Gjellerup
1190659;Hammerum By, Gjellerup
1190660;Hauge By, Gjellerup
1190661;Langelund By, Gjellerup
1190662;Nr. Fastrup By, Gjellerup
1190663;Ringstrup, Gjellerup
1190664;Skovby By, Gjellerup
1190665;Sdr. Fastrup, Gjellerup
1190666;Vrå By, Gjellerup
1190751;Ommosegård, Hodsager
1190752;Hallundbæk By, Hodsager
1190951;Den nordvestlige Del, Nøvling
1190952;Den sydvestlige Del, Nøvling
1190953;Den sydøstlige Del, Nøvling
1191051;Elmholt, Rind
1191052;Fjederholt By, Rind
1191053;Gammelbosig, Rind
1191054;Gunderup By, Rind
1191055;Kideris Mølle, Rind
1191056;Nr. Kollund By, Rind
1191057;Lind By, Rind
1191058;Mørup, Rind
1191059;Nr. Vejen, Rind
1191060;Okkels, Rind
1191061;Rind Præstegård, Rind
1191062;Sandgård, Rind
1191063;Skærbæk Gde., Rind
1191064;Svendlund, Rind
1191065;Søby By, Rind
1191066;Sdr. Vejen, Rind
1191067;V. Høgild By, Rind
1191068;Vovlund By, Rind
1191069;Ø. Høgild By, Rind
1191151;Neder Simmelkær By, Simmelkær
1191152;Over Simmelkær By, Simmelkær
1191153;Sneptrup Gde., Simmelkær
1191251;Asbjerg By, Sinding
1191252;Eggersgård, Sinding
1191253;Kragsnap By, Sinding
1191254;Remme, Sinding
1191255;Nyby By, Sinding
1191256;Den nordlige Del, Sinding
1191257;Den vestlige Del, Sinding
1191351;Døvling By, Skarrild
1191352;Nr. Karstoft Hgd., Skarrild
1191353;Nørrelandet, Skarrild
1191354;Sdr. Karstoft By, Skarrild
1191355;Sønderlandet, Skarrild
1191451;Albæk Gde., Snejbjerg
1191452;Amtrup By, Snejbjerg
1191453;Bassumgård, Snejbjerg
1191454;Gødstrup Præstegård, Snejbjerg
1191455;Hundkær, Snejbjerg
1191456;Krogstrup By, Snejbjerg
1191457;Næstholt Gde., Snejbjerg
1191458;Snejbjerg By, Snejbjerg
1191459;Tanderup Hgd., Snejbjerg
1191460;Tovstrup By, Snejbjerg
1191461;Ørskov By, Snejbjerg
1191551;Bjerregård, Studsgård
1191552;Studsgård By, Studsgård
1191553;Tanderup Hgd., Studsgård
1191554;Volsgård, Studsgård
1191651;Bording Gde., Sunds
1191652;Holingholt By, Sunds
1191653;Linå By, Sunds
1191654;Røjen By, Sunds
1191655;Skinderholm, Sunds
1191656;Sunds By, Sunds
1191657;Sunds Præstegård, Sunds
1191658;Sønderos By, Sunds
1191659;Torup By, Sunds
1191660;Tværmose Gde., Sunds
1191951;Burgård, Vildbjerg
1191952;Ejsingkær, Vildbjerg
1191953;Helleskov, Vildbjerg
1191954;Lysgård, Vildbjerg
1191955;Merrild Gde., Vildbjerg
1191956;Pugdal Gde., Vildbjerg
1191957;Vildbjerg Præstegård, Vildbjerg
1192051;Ansbjerg Gde., Ørre
1192052;Bredvig Gde., Ørre
1192053;Foldager Gde., Ørre
1192054;Nygård, Ørre
1192055;Ovstrup By, Ørre
1192056;Romvig Gde., Ørre
1192057;Talund, Ørre
1192058;Understrup, Ørre
1192059;Ørre By, Ørre
1192060;Ørre Gde., Ørre
1192152;Ilskov By, Ilskov
1192154;Skåphus, Ilskov
1192155;Sunds By, Ilskov
1192251;Albæk Gde., Havnstrup
1192252;Havnstrup By, Havnstrup
1192253;Snejbjerg By, Havnstrup
1230851;Møltrup Hgd., Timring
1230852;Heden, Timring
1230853;Trøstrup Gde., Timring
1231051;Rødding By, Vildbjerg
1231052;Røddinglund, Vildbjerg
1231151;Bar, Vind
1231152;Blåbjerg, Vind
1231153;Blåkær, Vind
1231154;Fuglsang, Vind
1231155;Gosmer, Vind
1231156;Kirkegård, Vind
1231157;Røjkær, Vind
1231158;Sandfær, Vind
1231159;Skovgård, Vind
1231160;Stråsø, Vind
1231161;Troldtoft, Vind
1231162;Vind By, Vind
1231163;Vindgab Gde., Vind
1231251;Blindkilde, Vinding
1231252;Tusholt, Vinding
1231253;Hedegård, Vinding
1231254;Horslund, Vinding
1231255;Hundkær, Vinding
1231256;Klejnstrup, Vinding
1231257;Koldkær, Vinding
1231258;Pogager, Vinding
1231259;Præstegården, Vinding
1231260;Strade, Vinding
1231261;Svenstrup Gde., Vinding
1231262;Sdr. Lund, Vinding
1231263;Tjagvad, Vinding
1231264;Tyregård, Vinding
1231265;Vejvad Gde., Vinding
1231266;Vognstrup By, Vinding
1240351;Gedhus, Grove
1240352;Gråsand Gde., Grove
1240353;Gindeskov, Grove
1240354;Vistorp, Grove
1240451;Egelund By, Haderup
1240452;Fårbæk By, Haderup
1240453;Haderis By, Haderup
1240454;Haderup By, Haderup
1240455;Højsgård, Haderup
1240456;Høstrup By, Haderup
1240457;Neder Feldborg By, Haderup
1240458;Over Feldborg By, Haderup
1240459;Stavlund Gde., Haderup
1240460;Løvig, Haderup
1240551;Gl. Hodsager, Hodsager
1240552;Yllebjerg Gde., Hodsager
2007051;Herning Bygrunde
2007052;Baggeskær, Herning Jorder
2007053;Gullestrup, Herning Jorder
2007054;Vestervang, Herning Jorder
2007055;Herningsholm, Herning Jorder
2007056;Holing, Herning Jorder
2007057;Holtbjerg, Herning Jorder
2007058;Lavlund, Herning Jorder
2007059;Nørholm, Herning Jorder
2007060;Salholt, Herning Jorder
2007061;Brændgårde, Herning Jorder
2007062;Sivebæk, Herning Jorder
2007063;Tjørring, Herning Jorder
2007064;Trælund, Herning Jorder
2007065;Ørnhoved, Herning Jorder
1191851;Brejnholt Gde., Tvis
1191852;Grydholt Gde., Tvis
1191853;Halgårde, Tvis
1191854;Havris, Tvis
1191855;Hingebjerg, Tvis
1191856;Lauralyst Hgd., Tvis
1191857;Lindholt Gde., Tvis
1191858;Munkbro, Tvis
1191859;Nybo Gde., Tvis
1191860;Mejdal, Tvis
1191861;Skautrup By, Tvis
1191862;Smedegård, Tvis
1191863;Gedbo, Tvis
1191864;Solds, Tvis
1191865;Tviskloster Hgd., Tvis
1191866;Tvislund, Tvis
1191867;Uhre, Tvis
1220251;Borbjerg By, Borbjerg
1220252;Brødbæk Gde., Borbjerg
1220253;Bøgild By, Borbjerg
1220254;Hessel, Borbjerg
1220255;Kjeldsmark, Borbjerg
1220256;Perregårde, Borbjerg
1220257;Den mellemste Del, Borbjerg
1220258;Den østlige Del, Borbjerg
1220259;Hvam, Borbjerg
1220260;Trabjerg By, Borbjerg
1220351;Bur By, Bur
1220651;Mellemby, Gørding
1220751;Handbjerg Hovgård, Handbjerg
1221051;Barslund Gde., Mejrup
1221052;Brusen Gde., Mejrup
1221053;Den nordvestlige Del, Mejrup
1221054;Den sydvestlige Del, Mejrup
1221055;Den sydøstlige Del, Mejrup
1221056;Hindkær Gde., Mejrup
1221057;Majgårde, Mejrup
1221151;Alstrup By, Navr
1221152;Falsig By, Navr
1221153;Kærgårdene, Navr
1221154;Navr By, Navr
1221155;Vognstrup, Navr
1221251;Den mellemste Del, Sir
1221252;Sir Gde., Sir
1221253;Sir Lyngbjerg, Sir
1221254;St. Støvl Gde., Sir
1221255;Østergård, Sir
1221451;Vemb By, Vemb
1230151;Husby By, Husby
1230251;Burlund Gde., Idom
1230252;Den mellemste Del, Idom
1230253;Den vestlige Del, Idom
1230254;Den østlige Del, Idom
1230351;Madum By, Madum
1230451;Felding Præstegård, Nr. Felding
1230452;Krogsdal Hgd., Nr. Felding
1230453;Skinbjerg By, Nr. Felding
1230454;Tolstrup Gde., Nr. Felding
1230455;Vegen Mølle, Nr. Felding
1230551;Stenum Hgd., Råsted
1230651;Brondbjerg, Staby
1230652;Pallisbjerg Hgd., Staby
1230653;Den største Del, Staby
1230654;Staby Kærgård, Staby
1230751;Klitengene, Sdr. Nissum
1230752;Sdr. Nissum Mark, Sdr. Nissum
1230951;Nr. Vosborg Hgd., Ulfborg
1230952;Den mellemste Del, Ulfborg
1230953;Den nordlige Del, Ulfborg
1230954;Den sydlige Del, Ulfborg
1230955;Sdr. Vosborg Hgd., Ulfborg
1240151;Egebjerg By, Ejsing
1240152;Ejsing By, Ejsing
1240153;Ejsing Hede, Ejsing
1240154;Elbrønd, Ejsing
1240155;Geddal By, Ejsing
1240156;Hellegårde, Ejsing
1240157;Landting Hgd., Ejsing
1240158;Landting Hede, Ejsing
1240159;Nygård Hgd., Ejsing
1240160;Råst By, Ejsing
1240161;Ravnholt Gde., Ejsing
1240162;Tønning, Ejsing
1240651;Høver, Ryde
1240652;Rydhave Hgd., Ryde
1240653;Den sydvestlige Del, Ryde
1240654;Stendis By, Ryde
1240655;Nørkær Enge, Ryde
1240851;Ål By, Sahl
1240852;Bjert By, Sahl
1240853;Bulig, Sahl
1240854;Buskov Gde., Sahl
1240855;Hasselholt By, Sahl
1240856;Nold Gde., Sahl
1240857;Obitsø Gde., Sahl
1240858;Sahl By, Sahl
1240859;Sevelsted Gde., Sahl
1240860;Sahl Hede, Sahl
1240861;Svenstrup By, Sahl
1240862;V. Skovlund Gde., Sahl
1240863;Vindelev, Sahl
1240864;Vinderupgård, Sahl
1240951;Hedegård, Sevel
1240952;Blakskær Gde., Sevel
1240953;Djeld By, Sevel
1240954;Dueholm Gde., Sevel
1240955;Nørstoft Gde., Sevel
1240956;Stubbergård Hgd., Sevel
1240957;Høllumkær, Sevel
1240958;Jattrup By, Sevel
1240959;Mogenstrup By, Sevel
1240960;Navtrup By, Sevel
1240961;Rågårde, Sevel
1240962;Sebstrup, Sevel
1240963;Sevel By, Sevel
1240964;Sevelskov, Sevel
1240965;Sevel Skovby By, Sevel
1240966;Sønderhede, Sevel
1240967;Hjelm Mølle, Sevel
1240968;Trandum By, Sevel
1240969;Trandum Kirkegårde, Sevel
1240970;Trandum Skovby By, Sevel
1240971;Hjelm Hede, Sevel
2007151;Holstebro Bygrunde
2007152;Holstebro Markjorder fra Hjerm
2007153;Holstebro Markjorder fra Ulfborg
2007154;Holstebro Markjorder fra Hammerum
2007155;Bisgård, Holstebro Jorder
2007156;Dellerup, Holstebro Jorder
2007157;Døes Gårdhøj, Holstebro Jorder
2007158;Frøjk, Holstebro Jorder
2007159;Halegårde, Holstebro Jorder
2007160;Lægård, Holstebro Jorder
2007161;Måbjerg, Holstebro Jorder
2007162;Særkærgård, Holstebro Jorder
2007163;Sønderlund, Holstebro Jorder
1050251;Føvling By, Føvling
1050252;Hårup By, Føvling
1050253;Neder Åstrup By, Føvling
1050254;Over Åstrup By, Føvling
1050255;Våbensholm Hgd., Føvling
1050351;Burgårde By, Grædstrup
1050352;Davding By, Grædstrup
1050353;Fuglris, Grædstrup
1050354;Grædstrup By, Grædstrup
1050355;Halle By, Grædstrup
1050356;Hovedskov By, Grædstrup
1050357;Løvet By, Grædstrup
1050358;Nimdrup By, Grædstrup
1050359;Slagballe By, Grædstrup
1050360;Vingum By, Grædstrup
1050451;Brædstrup By, Ring
1050452;Ring By, Ring
1050651;Addit By, Sdr. Vissing
1050652;Sdr. Vissing By, Sdr. Vissing
1050653;Vilholt, Sdr. Vissing
1050654;Vissingkloster, Sdr. Vissing
1050751;Træden By, Træden
1050851;Højtholm, Tyrsting
1050852;Mattrup Hgd., Tyrsting
1050853;Rolighed, Tyrsting
1050854;Tyrsting By, Tyrsting
1050951;Gammelstrup By, Tønning
1050952;Troelstrup By, Tønning
1050953;Tønning By, Tønning
1051151;Dørup By, Voerladegård
1051152;Gantrup By, Voerladegård
1051154;Kroggård, Voerladegård
1051155;Møldrup By, Voerladegård
1051156;Voerladegård By, Voerladegård
1070151;Aggestrup By, Gangsted
1070152;Ballebo By, Gangsted
1070153;Elbæk By, Gangsted
1070154;Gangsted By, Gangsted
1070251;Egebjerg By, Hansted
1070252;Hansted By, Hansted
1070253;Hansted Hgd., Hansted
1070254;Kannerup Gde., Hansted
1070255;Rådved By, Hansted
1070451;Borup, Kattrup
1070452;Kattrup By, Kattrup
1070453;Møballe By, Kattrup
1070454;Overby By, Kattrup
1070455;Testrup, Kattrup
1070551;Lundum By, Lundum
1070552;Lundumskov By, Lundum
1070651;Bleld By, Nebel
1070652;Nebel By, Nebel
1070653;Serridslev By, Nebel
1070654;Serridslevgård Hgd., Nebel
1070851;Ås By, Søvind
1070852;Brigsted By, Søvind
1070853;Søvind By, Søvind
1070854;Tyrrestrup Hgd., Søvind
1070855;Langøerne, Søvind
1070856;Ørbæk By, Søvind
1071051;Eldrup By, Tolstrup
1071052;Gedved By, Tolstrup
1071053;Tolstrup By, Tolstrup
1071151;Assendrup By, Vedslet
1071152;Grumstrup By, Vedslet
1071153;Vedslet By, Vedslet
1071251;Blirup By, Vær
1071252;Færgehuset, Vær
1071253;Haldrup By, Vær
1071254;Meldrup By, Vær
1071255;Stensballe By, Vær
1071256;Stensballegård Hgd., Vær
1071257;Vær Præstegård, Vær
1071351;Såby By, Yding
1071352;Yding By, Yding
1071451;Hovedgård By, Ørridslev
1071452;Tvingstrup By, Ørridslev
1071453;Ørridslev By, Ørridslev
1071454;Ørskov By, Ørridslev
1071551;Birknæs Gde., Østbirk
1071552;Elling By, Østbirk
1071553;Lillerup, Østbirk
1071554;Monbjerg By, Østbirk
1071555;Naldal By, Østbirk
1071556;Purup By, Østbirk
1071557;Sattrup By, Østbirk
1071558;Urup Hgd., Østbirk
1071559;Vestbirk By, Østbirk
1071560;Østbirk By, Østbirk
1080151;Endelave By, Endelave
1080451;Bolund, Nim
1080452;Nim By, Nim
1080551;Årupgård, Tamdrup
1080552;Enner By, Tamdrup
1080553;Kørup By, Tamdrup
1080554;Lund By, Tamdrup
1080555;Molger By, Tamdrup
1080556;Tamdrup Bisgård, Tamdrup
1080557;Vinten By, Tamdrup
1080558;Vrønding By, Tamdrup
1080651;Naldal, Underup
1080652;Torp By, Underup
1080653;Underup By, Underup
1080654;Vorbjerg By, Underup
1101451;Boller Hgd., Uth
1101452;Ustrup By, Uth
1101453;Sejet By, Uth
1101454;Uth By, Uth
1110351;Bygholm Hgd., Hatting
1110352;Hatting By, Hatting
1111051;Torsted By, Torsted
1111052;Ørnstrup By, Torsted
1111151;Dagnæs By, Tyrsted
1111152;Dallerup By, Tyrsted
1111153;Tyrsted By, Tyrsted
1111352;Oens By, Ølsted
2006451;Horsens Bygrunde
2006452;Horsens Markjorder
2006453;Bygholm Hgd., Horsens Jorder
810251;Engesvang By, Engesvang
810252;Frederiksværk, Engesvang
810253;Gråmose Hede, Engesvang
810254;Klode Mølle, Engesvang
810255;Klosterlund, Engesvang
810256;Moselund, Engesvang
810257;Neder Julianehede, Engesvang
810258;Over Julianehede, Engesvang
810259;Pårup By, Engesvang
810260;Skygge By, Engesvang
810261;Stenholt By, Engesvang
1090251;Bjerregård, Ejstrup
1090252;Brejl By, Ejstrup
1090253;Ejstrup By, Ejstrup
1090254;Ejstrup Sø, Ejstrup
1090255;Fruergård, Ejstrup
1090256;Hallundbæk Gde., Ejstrup
1090257;Harrild By, Ejstrup
1090258;Hedegård By, Ejstrup
1090259;Hedehuse Gde., Ejstrup
1090260;Hygild Gde., Ejstrup
1090261;Kidmose Gde., Ejstrup
1090262;Krejbjerg Gde., Ejstrup
1090263;Ll. Thorlund, Ejstrup
1090264;Nygårde, Ejstrup
1090265;Nr. Gludsted, Ejstrup
1090266;Groest Gde., Ejstrup
1090267;Rønslunde By, Ejstrup
1090268;Smedebæk Mølle, Ejstrup
1090269;St. Nørlund Gde., Ejstrup
1090270;St. Thorlund By, Ejstrup
1090271;Sdr. Gludsted By, Ejstrup
1090272;Tykskov Gde., Ejstrup
1090451;Flåris Gde., Klovborg
1090452;Donnerup Hede, Klovborg
1090453;Gribstrup By, Klovborg
1090454;Klovborg By, Klovborg
1090455;Mattrup Ladegård, Klovborg
1090457;Skade By, Klovborg
1090458;Tirsvad Gde., Klovborg
1090459;Tranholm Gde., Klovborg
1090460;Velgårde By, Klovborg
1090651;Bjørnskov By, Nr. Snede
1090652;Boest By, Nr. Snede
1090653;Frisbæk, Nr. Snede
1090654;Grættrup By, Nr. Snede
1090655;Hampen By, Nr. Snede
1090656;Hampensø, Nr. Snede
1090657;Hundshoved By, Nr. Snede
1090658;Leret By, Nr. Snede
1090659;Nortvig By, Nr. Snede
1090660;Nørhoved By, Nr. Snede
1090661;Nr. Arritskov Gde., Nr. Snede
1090662;Nr. Snede By, Nr. Snede
1090663;Palsgård, Nr. Snede
1090664;Sdr. Arritskov Gde., Nr. Snede
1120151;Hallundbæk By, Blåhøj
1120152;Omvrå By, Blåhøj
1120251;Arvad, Brande
1120252;Askær, Brande
1120253;Blæsbjerg, Brande
1120254;Borup By, Brande
1120255;Brande By, Brande
1120256;Brande-Harrild, Brande
1120257;Brandholm Hgd., Brande
1120258;Skærlund By, Brande
1120259;Brandlund By, Brande
1120260;Drantum, Brande
1120261;Dørslund By, Brande
1120262;Flø By, Brande
1120263;Grarup By, Brande
1120264;Hyvild, Brande
1120265;Tarp Gde., Brande
1120266;Ll. Langkær, Brande
1120267;Lundfod By, Brande
1120268;Risbjerg By, Brande
1120269;Sandfeld, Brande
1120270;Skerris, Brande
1120271;St. Langkær By, Brande
1120272;Uhre By, Brande
1190451;Bodholt By, Bording
1190452;Bording By, Bording
1190453;Bording Hede, Bording
1190454;Bording Vandmølle, Bording
1190455;Brunbjerg Gde., Bording
1190456;Christianshede By, Bording
1190457;Guldforhoved By, Bording
1190458;Hestlund By, Bording
1190459;Moselund Gde., Bording
1190460;Ravnholt By, Bording
1190461;Ruskær By, Bording
1190462;Rønkilde Gde., Bording
1190463;Stubkær By, Bording
1190464;Søbjerg Gde., Bording
1190465;Tulstrup Enge, Bording
1190851;Bøgild Gde., Ikast
1190852;Fonnesbæk Gde., Ikast
1190853;Grødde By, Ikast
1190854;Hesselbjerg, Ikast
1190855;Højris Gde., Ikast
1190856;Ll. Nørlund, Ikast
1190857;Lægdsgård, Ikast
1190858;Over Isen By, Ikast
1190859;Ravnsvad By, Ikast
1190860;Remme Gde., Ikast
1190861;Stensbjerg, Ikast
1190862;Suderbæk By, Ikast
1190863;Toftlund By, Ikast
1190864;Tulstrup By, Ikast
1190865;Uhre By, Ikast
1190866;V. Isen Gde., Ikast
1190867;Vådde By, Ikast
1190868;Kærshoved, Ikast
1192151;Agerskov By, Ilskov
1192153;Munklinde, Ilskov
1250151;Knudsgård, Dybe
1250152;Den vestlige Del, Dybe
1250153;Den østlige Del, Dybe
1250251;Engbjerg By, Engbjerg
1250351;Ferring By, Ferring
1250451;Hovedejerlavet, Fjaltring
1250452;Høvsøre Enge, Fjaltring
1250551;Den nordlige Del, Harboøre
1250552;Den sydlige Del, Harboøre
1250651;Præstegården, Hove
1250751;Præstegården, Hygum
1250851;Ramme Hgd., Ramme
1250951;Lynghøj, Trans
1251051;Præstegården, Vandborg
1251151;Thyborøn By, Thyborøn
1260151;Brørup By, Bøvling
1260152;Den nordlige Del, Bøvling
1260153;Klitengene, Bøvling
1260154;Rysensten Hgd., Bøvling
1260251;Dal Anneksgård, Fabjerg
1260351;Bækmark Hgd., Flynder
1260451;Bjerrum, Gudum
1260452;Gudumkloster Hgd., Gudum
1260453;Gudum Præstegård, Gudum
1260454;Den sydlige Del, Gudum
1260455;Hvistendal, Gudum
1260456;Klosterheden, Gudum
1260457;Krogsgård, Gudum
1260458;Surkær Gde., Gudum
1260459;Trabjerggårdes Jorder, Gudum
1260460;Tangsgård, Gudum
1260461;Trabjerg Gde., Gudum
1260462;Østergård, Gudum
1260551;Ballegård, Heldum
1260552;Kirkegård, Heldum
1260553;Vinkel, Heldum
1260851;Kronheden, Lomborg
1260852;Enlige Gårde, Lomborg
1260951;Nr. Holmgård Hgd., Møborg
1260952;Stovgård, Møborg
1260953;Møborg Ejerlav, Møborg
1261051;Ulsund Hgd., Nees
1261052;Nees By, Nees
1261053;Skalstrup By, Nees
1261251;Kongensgård Hgd., Nr. Nissum
1261252;Pilgård, Nr. Nissum
1261253;Den nordlige Del, Nr. Nissum
1261254;Den sydlige Del, Nr. Nissum
1261255;Den østlige Del, Nr. Nissum
1261451;Bjerregård, Rom
1261452;Hvolgård, Rom
1261453;Nr. Ravnsbæk, Rom
1261454;Rom Hede, Rom
1261455;Rom By, Rom
1261456;Sodborg, Rom
1261457;V. Ørs Gde., Rom
1261458;Ø. Ørs Gde., Rom
1261551;Tørring Stor, Tørring
1261552;Vadskærgård Hgd., Tørring
2007251;Lemvig Bygrunde
2007252;Lemvig Markjorder
2007253;Bjerregård, Lemvig Jorder
2007254;Brunsgård, Lemvig Jorder
2007255;Kirkegård, Lemvig Jorder
2007256;Kabbel, Lemvig Jorder
2007257;Kærgård, Lemvig Jorder
2007258;Lemtorp, Lemvig Jorder
2007259;Østerbol, Lemvig Jorder
900151;Estruplund Hgd., Estruplund
900152;Hevring Mølle, Estruplund
900153;Ingerslev By, Estruplund
900154;St. Sjørup By, Estruplund
900155;Tørslev By, Estruplund
900251;Holbæk By, Holbæk
900252;Holbækgård Hgd., Holbæk
900253;Ingerslev By, Holbæk
900254;Kare By, Holbæk
900255;Kare Holm, Holbæk
900351;Udby By, Udby
900451;Ll. Sjørup By, Voer
900452;Voer By, Voer
900551;Bode By, Ørsted
900552;Hevring By, Ørsted
900553;Hollandsbjerg By, Ørsted
900554;Ll. Sjørup By, Ørsted
900555;Stenalt Hgd., Ørsted
900556;Ørsted By, Ørsted
930251;Auning By, Auning
930252;Tårup By, Auning
930451;Drammelstrup By, Fausing
930452;Gl. Estrup Hgd., Fausing
930453;Fausing By, Fausing
930454;Fausing Bys Enge, Fausing
